Station ID,Station Name,Brand,Street Address,City / Town,State / UT,Postcode,Phone / Contact,Latitude,Longitude,Amenities & Services,Website URL,Extracted At
12649595,BHUJ - MANDVI ROAD,Shell,DISTRICT - KACHCHH,BHUJ,Gujarat,370001,+91 90164 48385,23.22301,69.632971,"air_and_water, bakery_shop, cafe, credit_card, credit_card_general, disabled_facilities, food_offerings, fuel_card, full_service, mobile_loyalty, mobile_payment, pay_at_pump, pay_tm, quick_lubes, service_bay, shell_card, shop, standard_toilet, twenty_four_hour, manned",https://find.shell.com/in/fuel/12649595-bhuj-mandvi-road/en_IN,2026-09-03 11:53:54
12628525,V.D HIGH SCHOOL,Shell,"MUNDRA ROAD, BHUJ,DISTRICT - KUTCH",BHUJ,Gujarat,370001,+91 90164 48385,23.233911,69.663912,"air_and_water, bakery_shop, cafe, credit_card, credit_card_general, disabled_facilities, food_offerings, fuel_card, full_service, mobile_loyalty, mobile_payment, pay_at_pump, pay_tm, quick_lubes, service_bay, shell_card, shop, standard_toilet, twenty_four_hour, manned",https://find.shell.com/in/fuel/12628525-v-d-high-school/en_IN,2026-09-03 11:53:54
12610296,DAHOD,Shell,DAHOD,DAHOD,Gujarat,389151,+91 94275 96738,22.837931,74.253146,"air_and_water, bakery_shop, full_service, quick_lubes, shop, standard_toilet, twenty_four_hour, manned",https://find.shell.com/in/fuel/12610296-dahod/en_IN,2026-09-03 11:53:47
13000854,NAGRALA,Shell,DISTRICT DAHOD,DAHOD,Gujarat,389151,+91 82008 71569,22.79726,74.25163,"full_service, shop, standard_toilet, twenty_four_hour, manned",https://find.shell.com/in/fuel/13000854-nagrala/en_IN,2026-09-03 11:54:04
12591714,"GANDHINAGAR EXIT,NH 147",Shell,"NH 147, TALUKA & DIST - GANDHINAGAR",GANDHINAGAR,Gujarat,382042,+91 63547 21708,23.237028,72.713917,"air_and_water, bakery_shop, cafe, credit_card, credit_card_general, food_offerings, fuel_card, full_service, hot_food, mobile_loyalty, quick_lubes, sandwich, service_bay, shell_card, shop, snack_food, standard_toilet, twenty_four_hour, manned",https://find.shell.com/in/fuel/12591714-gandhinagar-exit-nh-147/en_IN,2026-09-03 11:53:47
12862817,TALALA,Shell,DISTRICT TALALA,GIR SOMNATH,Gujarat,362150,+91 94272 27897,21.060715,70.534852,"air_and_water, credit_card, credit_card_visa, food_offerings, fuel_card, full_service, others, pay_at_pump, quick_lubes, service_bay, shop, standard_toilet, twenty_four_hour, manned",https://find.shell.com/in/fuel/12862817-talala/en_IN,2026-09-03 11:53:54
12811717,"AERDROME RD, JAMNAGAR",Shell,"AERODROME ROAD,",JAMNAGAR,Gujarat,361006,+91 90999 59880,22.471332,70.050889,"air_and_water, bakery_shop, credit_card, credit_card_visa, food_offerings, fuel_card, full_service, mobile_loyalty, mobile_payment, others, pay_at_pump, pay_tm, quick_lubes, service_bay, shell_card, shop, standard_toilet, twenty_four_hour, manned",https://find.shell.com/in/fuel/12811717-aerdrome-rd-jamnagar/en_IN,2026-09-03 11:53:54
12586244,LALPUR ROAD,Shell,NEAR PUMP HOUSE,JAMNAGAR,Gujarat,361005,+91 90999 59880,22.436427,70.065401,"air_and_water, bakery_shop, cafe, credit_card, credit_card_american_express, credit_card_general, credit_card_mastercard, credit_card_visa, food_offerings, fuel_card, full_service, mobile_loyalty, mobile_payment, pay_tm, quick_lubes, shop, standard_toilet, twenty_four_hour, manned",https://find.shell.com/in/fuel/12586244-lalpur-road/en_IN,2026-09-03 11:53:54
12598582,RAJKOT ROAD,Shell,JAMNAGAR - RAJKOT ROAD,JAMNAGAR,Gujarat,361120,+91 90999 59880,22.500112,70.184271,"air_and_water, bakery_shop, credit_card, credit_card_general, food_offerings, fuel_card, full_service, high_speed_diesel_pump, mobile_loyalty, mobile_payment, pay_tm, quick_lubes, service_bay, shell_card, shop, snack_food, standard_toilet, twenty_four_hour, manned",https://find.shell.com/in/fuel/12598582-rajkot-road/en_IN,2026-09-03 11:53:54
12734891,KESHOD,Shell,TALUKA KESHOD,JUNAGADH,Gujarat,362220,+91 94266 34215,21.282226,70.253035,"air_and_water, bakery_shop, credit_card, credit_card_general, food_offerings, fuel_card, full_service, others, pay_at_pump, quick_lubes, service_bay, shop, standard_toilet, manned",https://find.shell.com/in/fuel/12734891-keshod/en_IN,2026-09-03 11:53:54
12653420,MANAV ASHRAM CIRCLE,Shell,"MEHSANA, MEHSANA DISTRICT",MEHSANA,Gujarat,384001,+91 98797 78236,23.610931,72.407509,"air_and_water, bakery_shop, credit_card, credit_card_general, disabled_facilities, food_offerings, fuel_card, full_service, mobile_loyalty, others, pay_at_pump, quick_lubes, service_bay, shop, standard_toilet, manned",https://find.shell.com/in/fuel/12653420-manav-ashram-circle/en_IN,2026-09-03 11:53:47
12846963,SHANKUS PARK,Shell,DHOLASAN TA,MEHSANA,Gujarat,384435,+91 99250 05436,23.471616,72.391971,"credit_card, credit_card_visa, food_offerings, fuel_card, full_service, others, quick_lubes, service_bay, shop, standard_toilet, twenty_four_hour, manned",https://find.shell.com/in/fuel/12846963-shankus-park/en_IN,2026-09-03 11:53:47
12623011,MORBI,Shell,"TOWN, WITHIN MORBI MUNICIPAL LIMIT",MORBI,Gujarat,363641,+91 98252 90708,22.811686,70.830796,"air_and_water, bakery_shop, credit_card, credit_card_general, food_offerings, fuel_card, full_service, mobile_loyalty, others, pay_at_pump, quick_lubes, service_bay, shop, standard_toilet, manned",https://find.shell.com/in/fuel/12623011-morbi/en_IN,2026-09-03 11:53:48
13000851,MOTA BORASARA,Shell,NEAR TULSI HOTEL,MOTA BORASARA,Gujarat,394110,+91 84606 76226,21.393771,72.941002,"air_and_water, credit_card, credit_card_visa, fuel_card, mobile_payment, pay_tm, quick_lubes, service_bay, shell_card, shop, standard_toilet, twenty_four_hour, manned",https://find.shell.com/in/fuel/13000851-mota-borasara/en_IN,2026-09-03 11:53:47
12825019,KASBAPAR,Shell,"MOJE KASABAPAR,",NAVSARI,Gujarat,396445,+91 94291 48867,20.97053,72.93269,"air_and_water, credit_card, credit_card_visa, food_offerings, fuel_card, full_service, mobile_loyalty, others, pay_at_pump, quick_lubes, service_bay, shop, standard_toilet, twenty_four_hour, manned",https://find.shell.com/in/fuel/12825019-kasbapar/en_IN,2026-09-03 11:53:40
12665778,GODHRA,Shell,"DAHOD-PRABHA ROAD,TA. GODHRA",PANCHMAHAL,Gujarat,389001,+91 70770 77000,22.778959,73.653384,"air_and_water, bakery_shop, credit_card, credit_card_general, disabled_facilities, food_offerings, fuel_card, full_service, others, pay_at_pump, quick_lubes, service_bay, shop, standard_toilet, manned",https://find.shell.com/in/fuel/12665778-godhra/en_IN,2026-09-03 11:53:47
12646056,150 FT RING ROAD,Shell,"STERLING HOSPITAL,150 FT RING ROAD",RAJKOT,Gujarat,360007,+91 78020 80077,22.306656,70.768525,"air_and_water, bakery_shop, cafe, credit_card, credit_card_general, disabled_facilities, food_offerings, fuel_card, full_service, mobile_loyalty, mobile_payment, others, pay_at_pump, pay_tm, quick_lubes, service_bay, shell_card, shop, standard_toilet, twenty_four_hour, manned",https://find.shell.com/in/fuel/12646056-150-ft-ring-road/en_IN,2026-09-03 11:53:54
